"Year","Units","Grado urbanización","Municipio","Nacionalidad","GeoCode","Value"
2020,"Indicador 1","Zona rural","Domingo Pérez de Granada","América del Sur","A18915",0
2020,"Indicador 1","Zona rural","Torrenueva Costa","América del Sur","A18916",1.04
2020,"Indicador 1","Zona rural","Alájar","América del Sur","A21001",0.26
2020,"Indicador 1","Zona de densidad intermedia","Aljaraque","América del Sur","A21002",0.49
2020,"Indicador 1","Zona rural","Almendro, El","América del Sur","A21003",0.24
2020,"Indicador 1","Zona rural","Almonaster la Real","América del Sur","A21004",0.06
2020,"Indicador 1","Zona de densidad intermedia","Almonte","América del Sur","A21005",0.44
2020,"Indicador 1","Zona rural","Alosno","América del Sur","A21006",0.13
2020,"Indicador 1","Zona de densidad intermedia","Aracena","América del Sur","A21007",0.41
2020,"Indicador 1","Zona rural","Aroche","América del Sur","A21008",0.03
2020,"Indicador 1","Zona rural","Arroyomolinos de León","América del Sur","A21009",0
2020,"Indicador 1","Zona de densidad intermedia","Ayamonte","América del Sur","A21010",0.91
2020,"Indicador 1","Zona rural","Beas","América del Sur","A21011",0.12
2020,"Indicador 1","Zona rural","Berrocal","América del Sur","A21012",0.33
2020,"Indicador 1","Zona de densidad intermedia","Bollullos Par del Condado","América del Sur","A21013",0.18
2020,"Indicador 1","Zona de densidad intermedia","Bonares","América del Sur","A21014",0.05
2020,"Indicador 1","Zona rural","Cabezas Rubias","América del Sur","A21015",0.28
2020,"Indicador 1","Zona rural","Cala","América del Sur","A21016",0.17
2020,"Indicador 1","Zona rural","Calañas","América del Sur","A21017",0.14
2020,"Indicador 1","Zona rural","Campillo, El","América del Sur","A21018",0.1
2020,"Indicador 1","Zona rural","Campofrío","América del Sur","A21019",0
2020,"Indicador 1","Zona rural","Cañaveral de León","América del Sur","A21020",0
2020,"Indicador 1","Zona de densidad intermedia","Cartaya","América del Sur","A21021",0.52
2020,"Indicador 1","Zona rural","Castaño del Robledo","América del Sur","A21022",0.88
2020,"Indicador 1","Zona rural","Cerro de Andévalo, El","América del Sur","A21023",0.04
2020,"Indicador 1","Zona rural","Corteconcepción","América del Sur","A21024",0.93
2020,"Indicador 1","Zona rural","Cortegana","América del Sur","A21025",0.15
2020,"Indicador 1","Zona rural","Cortelazor","América del Sur","A21026",0
2020,"Indicador 1","Zona rural","Cumbres de Enmedio","América del Sur","A21027",0
2020,"Indicador 1","Zona rural","Cumbres de San Bartolomé","América del Sur","A21028",0
2020,"Indicador 1","Zona rural","Cumbres Mayores","América del Sur","A21029",0.74
2020,"Indicador 1","Zona rural","Chucena","América del Sur","A21030",0.27
2020,"Indicador 1","Zona rural","Encinasola","América del Sur","A21031",0
2020,"Indicador 1","Zona de densidad intermedia","Escacena del Campo","América del Sur","A21032",0.22
2020,"Indicador 1","Zona rural","Fuenteheridos","América del Sur","A21033",0
2020,"Indicador 1","Zona rural","Galaroza","América del Sur","A21034",0.22
2020,"Indicador 1","Zona de densidad intermedia","Gibraleón","América del Sur","A21035",0.41
2020,"Indicador 1","Zona rural","Granada de Río-Tinto, La","América del Sur","A21036",2.88
2020,"Indicador 1","Zona rural","Granado, El","América del Sur","A21037",0.75
2020,"Indicador 1","Zona rural","Higuera de la Sierra","América del Sur","A21038",0.23
2020,"Indicador 1","Zona rural","Hinojales","América del Sur","A21039",0
2020,"Indicador 1","Zona rural","Hinojos","América del Sur","A21040",0.15
2020,"Indicador 1","Ciudades","Huelva","América del Sur","A21041",0.99
2020,"Indicador 1","Zona de densidad intermedia","Isla Cristina","América del Sur","A21042",0.3
2020,"Indicador 1","Zona rural","Jabugo","América del Sur","A21043",0.31
2020,"Indicador 1","Zona de densidad intermedia","Lepe","América del Sur","A21044",1.07
2020,"Indicador 1","Zona rural","Linares de la Sierra","América del Sur","A21045",0.38
2020,"Indicador 1","Zona rural","Lucena del Puerto","América del Sur","A21046",0
2020,"Indicador 1","Zona rural","Manzanilla","América del Sur","A21047",0.09
2020,"Indicador 1","Zona rural","Marines, Los","América del Sur","A21048",0.75
2020,"Indicador 1","Zona rural","Minas de Riotinto","América del Sur","A21049",0.13
2020,"Indicador 1","Zona de densidad intermedia","Moguer","América del Sur","A21050",0.17
2020,"Indicador 1","Zona rural","Nava, La","América del Sur","A21051",1.16
2020,"Indicador 1","Zona rural","Nerva","América del Sur","A21052",0.21
2020,"Indicador 1","Zona rural","Niebla","América del Sur","A21053",0.17
2020,"Indicador 1","Zona de densidad intermedia","Palma del Condado, La","América del Sur","A21054",0.07
2020,"Indicador 1","Zona de densidad intermedia","Palos de la Frontera","América del Sur","A21055",0.51
2020,"Indicador 1","Zona de densidad intermedia","Paterna del Campo","América del Sur","A21056",0.26
2020,"Indicador 1","Zona rural","Paymogo","América del Sur","A21057",0.26
2020,"Indicador 1","Zona rural","Puebla de Guzmán","América del Sur","A21058",0.06
2020,"Indicador 1","Zona rural","Puerto Moral","América del Sur","A21059",1.8
2020,"Indicador 1","Zona de densidad intermedia","Punta Umbría","América del Sur","A21060",0.52
2020,"Indicador 1","Zona de densidad intermedia","Rociana del Condado","América del Sur","A21061",0.11
2020,"Indicador 1","Zona rural","Rosal de la Frontera","América del Sur","A21062",0.06
2020,"Indicador 1","Zona rural","San Bartolomé de la Torre","América del Sur","A21063",0.24
2020,"Indicador 1","Zona de densidad intermedia","San Juan del Puerto","América del Sur","A21064",0.43
2020,"Indicador 1","Zona rural","Sanlúcar de Guadiana","América del Sur","A21065",0.5
2020,"Indicador 1","Zona rural","San Silvestre de Guzmán","América del Sur","A21066",0.16
2020,"Indicador 1","Zona rural","Santa Ana la Real","América del Sur","A21067",0.42
2020,"Indicador 1","Zona rural","Santa Bárbara de Casa","América del Sur","A21068",0.29
2020,"Indicador 1","Zona rural","Santa Olalla del Cala","América del Sur","A21069",0.15
2020,"Indicador 1","Zona de densidad intermedia","Trigueros","América del Sur","A21070",0.29
2020,"Indicador 1","Zona rural","Valdelarco","América del Sur","A21071",0.87
2020,"Indicador 1","Zona de densidad intermedia","Valverde del Camino","América del Sur","A21072",0.33
2020,"Indicador 1","Zona rural","Villablanca","América del Sur","A21073",0.28
2020,"Indicador 1","Zona rural","Villalba del Alcor","América del Sur","A21074",0.09
2020,"Indicador 1","Zona rural","Villanueva de las Cruces","América del Sur","A21075",1.55
2020,"Indicador 1","Zona rural","Villanueva de los Castillejos","América del Sur","A21076",0.57
2020,"Indicador 1","Zona rural","Villarrasa","América del Sur","A21077",0.77
2020,"Indicador 1","Zona rural","Zalamea la Real","América del Sur","A21078",0.29
2020,"Indicador 1","Zona rural","Zufre","América del Sur","A21079",0
2020,"Indicador 1","Zona rural","Zarza-Perrunal, La","América del Sur","A21902",0.16
2020,"Indicador 1","Zona rural","Albanchez de Mágina","América del Sur","A23001",0.2
2020,"Indicador 1","Zona de densidad intermedia","Alcalá la Real","América del Sur","A23002",0.64
2020,"Indicador 1","Zona de densidad intermedia","Alcaudete","América del Sur","A23003",0.33
2020,"Indicador 1","Zona rural","Aldeaquemada","América del Sur","A23004",1.26
2020,"Indicador 1","Zona de densidad intermedia","Andújar","América del Sur","A23005",0.32
2020,"Indicador 1","Zona de densidad intermedia","Arjona","América del Sur","A23006",0.22
2020,"Indicador 1","Zona rural","Arjonilla","América del Sur","A23007",0.11
2020,"Indicador 1","Zona rural","Arquillos","América del Sur","A23008",0
2020,"Indicador 1","Zona de densidad intermedia","Baeza","América del Sur","A23009",0.22
2020,"Indicador 1","Zona de densidad intermedia","Bailén","América del Sur","A23010",0.16
2020,"Indicador 1","Zona rural","Baños de la Encina","América del Sur","A23011",0.04
2020,"Indicador 1","Zona rural","Beas de Segura","América del Sur","A23012",0.16
2020,"Indicador 1","Zona rural","Begíjar","América del Sur","A23014",0.33
2020,"Indicador 1","Zona rural","Bélmez de la Moraleda","América del Sur","A23015",0.19
2020,"Indicador 1","Zona rural","Benatae","América del Sur","A23016",1.8
2020,"Indicador 1","Zona rural","Cabra del Santo Cristo","América del Sur","A23017",0.17
2020,"Indicador 1","Zona rural","Cambil","América del Sur","A23018",0.22
2020,"Indicador 1","Zona rural","Campillo de Arenas","América del Sur","A23019",0.57
2020,"Indicador 1","Zona de densidad intermedia","Canena","América del Sur","A23020",0.44
2020,"Indicador 1","Zona rural","Carboneros","América del Sur","A23021",0
2020,"Indicador 1","Zona de densidad intermedia","Carolina, La","América del Sur","A23024",0.22
2020,"Indicador 1","Zona rural","Castellar","América del Sur","A23025",0.21
2020,"Indicador 1","Zona rural","Castillo de Locubín","América del Sur","A23026",0.96
2020,"Indicador 1","Zona rural","Cazalilla","América del Sur","A23027",0.12
2020,"Indicador 1","Zona de densidad intermedia","Cazorla","América del Sur","A23028",0.42
2020,"Indicador 1","Zona rural","Chiclana de Segura","América del Sur","A23029",0.31
2020,"Indicador 1","Zona rural","Chilluévar","América del Sur","A23030",0
2020,"Indicador 1","Zona rural","Escañuela","América del Sur","A23031",0.64
2020,"Indicador 1","Zona rural","Espeluy","América del Sur","A23032",0
2020,"Indicador 1","Zona rural","Frailes","América del Sur","A23033",1.2
2020,"Indicador 1","Zona rural","Fuensanta de Martos","América del Sur","A23034",0.95
2020,"Indicador 1","Zona rural","Fuerte del Rey","América del Sur","A23035",0.89
2020,"Indicador 1","Zona rural","Génave","América del Sur","A23037",0.34
2020,"Indicador 1","Zona rural","Guardia de Jaén, La","América del Sur","A23038",0.14
2020,"Indicador 1","Zona rural","Guarromán","América del Sur","A23039",0.26
2020,"Indicador 1","Zona rural","Lahiguera","América del Sur","A23040",0.24
2020,"Indicador 1","Zona rural","Higuera de Calatrava","América del Sur","A23041",0.33
2020,"Indicador 1","Zona rural","Hinojares","América del Sur","A23042",0
2020,"Indicador 1","Zona rural","Hornos","América del Sur","A23043",0.34
2020,"Indicador 1","Zona de densidad intermedia","Huelma","América del Sur","A23044",0.09
2020,"Indicador 1","Zona rural","Huesa","América del Sur","A23045",0.12
2020,"Indicador 1","Zona rural","Ibros","América del Sur","A23046",0.18
2020,"Indicador 1","Zona rural","Iruela, La","América del Sur","A23047",0.21
2020,"Indicador 1","Zona rural","Iznatoraf","América del Sur","A23048",0
2020,"Indicador 1","Zona rural","Jabalquinto","América del Sur","A23049",0.1
2020,"Indicador 1","Ciudades","Jaén","América del Sur","A23050",0.7
