"Year","Units","Grado urbanización","Municipio","Nacionalidad","GeoCode","Value"
2020,"Indicador 2","Zona de densidad intermedia","Adra","UE15","A04003",0.43
2020,"Indicador 2","Zona rural","Albanchez","UE15","A04004",32.9
2020,"Indicador 2","Zona rural","Alboloduy","UE15","A04005",0.33
2020,"Indicador 2","Zona de densidad intermedia","Albox","UE15","A04006",12.48
2020,"Indicador 2","Zona rural","Alcolea","UE15","A04007",0.83
2020,"Indicador 2","Zona rural","Alcóntar","UE15","A04008",3.31
2020,"Indicador 2","Zona rural","Alcudia de Monteagud","UE15","A04009",7.97
2020,"Indicador 2","Zona rural","Alhabia","UE15","A04010",1.18
2020,"Indicador 2","Zona rural","Alhama de Almería","UE15","A04011",0.84
2020,"Indicador 2","Zona rural","Alicún","UE15","A04012",1
2020,"Indicador 2","Ciudades","Almería","UE15","A04013",0.6
2020,"Indicador 2","Zona rural","Almócita","UE15","A04014",2.84
2020,"Indicador 2","Zona rural","Alsodux","UE15","A04015",4
2020,"Indicador 2","Zona rural","Antas","UE15","A04016",6.24
2020,"Indicador 2","Zona rural","Arboleas","UE15","A04017",62.2
2020,"Indicador 2","Zona rural","Armuña de Almanzora","UE15","A04018",3.67
2020,"Indicador 2","Zona rural","Bacares","UE15","A04019",0.4
2020,"Indicador 2","Zona rural","Bayárcal","UE15","A04020",0
2020,"Indicador 2","Zona rural","Bayarque","UE15","A04021",4.17
2020,"Indicador 2","Zona rural","Bédar","UE15","A04022",53.05
2020,"Indicador 2","Zona rural","Beires","UE15","A04023",0
2020,"Indicador 2","Zona de densidad intermedia","Benahadux","UE15","A04024",0.49
2020,"Indicador 2","Zona rural","Benitagla","UE15","A04026",0
2020,"Indicador 2","Zona rural","Benizalón","UE15","A04027",8.78
2020,"Indicador 2","Zona rural","Bentarique","UE15","A04028",2.08
2020,"Indicador 2","Zona de densidad intermedia","Berja","UE15","A04029",0.96
2020,"Indicador 2","Zona rural","Canjáyar","UE15","A04030",0.67
2020,"Indicador 2","Zona rural","Cantoria","UE15","A04031",19.55
2020,"Indicador 2","Zona de densidad intermedia","Carboneras","UE15","A04032",2.71
2020,"Indicador 2","Zona rural","Castro de Filabres","UE15","A04033",0
2020,"Indicador 2","Zona rural","Cóbdar","UE15","A04034",2.81
2020,"Indicador 2","Zona de densidad intermedia","Cuevas del Almanzora","UE15","A04035",5.52
2020,"Indicador 2","Zona rural","Chercos","UE15","A04036",5.7
2020,"Indicador 2","Zona rural","Chirivel","UE15","A04037",4.7
2020,"Indicador 2","Zona rural","Dalías","UE15","A04038",0.34
2020,"Indicador 2","Zona rural","Enix","UE15","A04041",16.54
2020,"Indicador 2","Zona rural","Felix","UE15","A04043",6.6
2020,"Indicador 2","Zona rural","Fines","UE15","A04044",0.52
2020,"Indicador 2","Zona rural","Fiñana","UE15","A04045",0.3
2020,"Indicador 2","Zona rural","Fondón","UE15","A04046",1.51
2020,"Indicador 2","Zona rural","Gádor","UE15","A04047",1.19
2020,"Indicador 2","Zona rural","Gallardos, Los","UE15","A04048",28.64
2020,"Indicador 2","Zona de densidad intermedia","Garrucha","UE15","A04049",2.41
2020,"Indicador 2","Zona rural","Gérgal","UE15","A04050",1.11
2020,"Indicador 2","Zona rural","Huécija","UE15","A04051",0.82
2020,"Indicador 2","Ciudades","Huércal de Almería","UE15","A04052",0.38
2020,"Indicador 2","Zona de densidad intermedia","Huércal-Overa","UE15","A04053",5.64
2020,"Indicador 2","Zona rural","Íllar","UE15","A04054",2.22
2020,"Indicador 2","Zona rural","Instinción","UE15","A04055",2.23
2020,"Indicador 2","Zona rural","Laroya","UE15","A04056",3.54
2020,"Indicador 2","Zona rural","Láujar de Andarax","UE15","A04057",0.52
2020,"Indicador 2","Zona rural","Líjar","UE15","A04058",4.06
2020,"Indicador 2","Zona rural","Lubrín","UE15","A04059",16.01
2020,"Indicador 2","Zona rural","Lucainena de las Torres","UE15","A04060",5.14
2020,"Indicador 2","Zona rural","Lúcar","UE15","A04061",6.84
2020,"Indicador 2","Zona de densidad intermedia","Macael","UE15","A04062",0.16
2020,"Indicador 2","Zona rural","María","UE15","A04063",0.89
2020,"Indicador 2","Zona rural","Mojácar","UE15","A04064",35.91
2020,"Indicador 2","Zona rural","Nacimiento","UE15","A04065",0.81
2020,"Indicador 2","Zona de densidad intermedia","Níjar","UE15","A04066",1.18
2020,"Indicador 2","Zona rural","Ohanes","UE15","A04067",0.18
2020,"Indicador 2","Zona rural","Olula de Castro","UE15","A04068",3.66
2020,"Indicador 2","Zona de densidad intermedia","Olula del Río","UE15","A04069",0.53
2020,"Indicador 2","Zona rural","Oria","UE15","A04070",18.89
2020,"Indicador 2","Zona rural","Padules","UE15","A04071",0
2020,"Indicador 2","Zona rural","Partaloa","UE15","A04072",65.6
2020,"Indicador 2","Zona rural","Paterna del Río","UE15","A04073",1.1
2020,"Indicador 2","Zona de densidad intermedia","Pechina","UE15","A04074",1.15
2020,"Indicador 2","Zona de densidad intermedia","Pulpí","UE15","A04075",5.98
2020,"Indicador 2","Zona rural","Purchena","UE15","A04076",3.49
2020,"Indicador 2","Zona rural","Rágol","UE15","A04077",0
2020,"Indicador 2","Zona rural","Rioja","UE15","A04078",1.03
2020,"Indicador 2","Zona de densidad intermedia","Roquetas de Mar","UE15","A04079",2.05
2020,"Indicador 2","Zona rural","Santa Cruz de Marchena","UE15","A04080",2.51
2020,"Indicador 2","Zona rural","Santa Fe de Mondújar","UE15","A04081",2.6
2020,"Indicador 2","Zona rural","Senés","UE15","A04082",2.77
2020,"Indicador 2","Zona rural","Serón","UE15","A04083",2.12
2020,"Indicador 2","Zona rural","Sierro","UE15","A04084",3.69
2020,"Indicador 2","Zona rural","Somontín","UE15","A04085",10.84
2020,"Indicador 2","Zona rural","Sorbas","UE15","A04086",9.56
2020,"Indicador 2","Zona rural","Suflí","UE15","A04087",13.27
2020,"Indicador 2","Zona rural","Tabernas","UE15","A04088",5.43
2020,"Indicador 2","Zona rural","Taberno","UE15","A04089",11.5
2020,"Indicador 2","Zona rural","Tahal","UE15","A04090",0.89
2020,"Indicador 2","Zona rural","Terque","UE15","A04091",1.37
2020,"Indicador 2","Zona rural","Tíjola","UE15","A04092",0.82
2020,"Indicador 2","Zona rural","Turre","UE15","A04093",22
2020,"Indicador 2","Zona rural","Turrillas","UE15","A04094",2.02
2020,"Indicador 2","Zona rural","Uleila del Campo","UE15","A04095",2.92
2020,"Indicador 2","Zona rural","Urrácal","UE15","A04096",10.29
2020,"Indicador 2","Zona rural","Velefique","UE15","A04097",0
2020,"Indicador 2","Zona rural","Vélez-Blanco","UE15","A04098",9.93
2020,"Indicador 2","Zona de densidad intermedia","Vélez-Rubio","UE15","A04099",3.99
2020,"Indicador 2","Zona de densidad intermedia","Vera","UE15","A04100",8.9
2020,"Indicador 2","Ciudades","Viator","UE15","A04101",0.15
2020,"Indicador 2","Ciudades","Vícar","UE15","A04102",0.84
2020,"Indicador 2","Zona rural","Zurgena","UE15","A04103",37.14
2020,"Indicador 2","Zona rural","Tres Villas, Las","UE15","A04901",1.06
2020,"Indicador 2","Zona de densidad intermedia","Ejido, El","UE15","A04902",0.92
2020,"Indicador 2","Zona de densidad intermedia","Mojonera, La","UE15","A04903",0.35
2020,"Indicador 2","Zona rural","Balanegra","UE15","A04904",1.19
2020,"Indicador 2","Zona rural","Alcalá de los Gazules","UE15","A11001",0.52
2020,"Indicador 2","Zona rural","Alcalá del Valle","UE15","A11002",0.3
2020,"Indicador 2","Zona rural","Algar","UE15","A11003",0.35
2020,"Indicador 2","Ciudades","Algeciras","UE15","A11004",0.59
2020,"Indicador 2","Zona rural","Algodonales","UE15","A11005",1.73
2020,"Indicador 2","Zona de densidad intermedia","Arcos de la Frontera","UE15","A11006",0.8
2020,"Indicador 2","Zona de densidad intermedia","Barbate","UE15","A11007",1
2020,"Indicador 2","Zona de densidad intermedia","Barrios, Los","UE15","A11008",0.97
2020,"Indicador 2","Zona rural","Benaocaz","UE15","A11009",0.89
2020,"Indicador 2","Zona de densidad intermedia","Bornos","UE15","A11010",0.25
2020,"Indicador 2","Zona rural","Bosque, El","UE15","A11011",0.47
2020,"Indicador 2","Ciudades","Cádiz","UE15","A11012",0.51
2020,"Indicador 2","Zona rural","Castellar de la Frontera","UE15","A11013",2.78
2020,"Indicador 2","Zona de densidad intermedia","Conil de la Frontera","UE15","A11014",2.36
2020,"Indicador 2","Ciudades","Chiclana de la Frontera","UE15","A11015",2.1
2020,"Indicador 2","Zona de densidad intermedia","Chipiona","UE15","A11016",0.74
2020,"Indicador 2","Zona rural","Espera","UE15","A11017",0.03
2020,"Indicador 2","Zona rural","Gastor, El","UE15","A11018",2.49
2020,"Indicador 2","Zona rural","Grazalema","UE15","A11019",0.5
2020,"Indicador 2","Ciudades","Jerez de la Frontera","UE15","A11020",0.41
2020,"Indicador 2","Zona rural","Jimena de la Frontera","UE15","A11021",5.13
2020,"Indicador 2","Ciudades","Línea de la Concepción, La","UE15","A11022",2.66
2020,"Indicador 2","Zona de densidad intermedia","Medina Sidonia","UE15","A11023",0.82
2020,"Indicador 2","Zona de densidad intermedia","Olvera","UE15","A11024",1.64
2020,"Indicador 2","Zona de densidad intermedia","Paterna de Rivera","UE15","A11025",0.13
2020,"Indicador 2","Zona de densidad intermedia","Prado del Rey","UE15","A11026",0.29
2020,"Indicador 2","Ciudades","Puerto de Santa María, El","UE15","A11027",0.86
2020,"Indicador 2","Zona de densidad intermedia","Puerto Real","UE15","A11028",0.38
2020,"Indicador 2","Zona de densidad intermedia","Puerto Serrano","UE15","A11029",0.19
2020,"Indicador 2","Zona de densidad intermedia","Rota","UE15","A11030",0.48
2020,"Indicador 2","Ciudades","San Fernando","UE15","A11031",0.12
2020,"Indicador 2","Ciudades","Sanlúcar de Barrameda","UE15","A11032",0.43
2020,"Indicador 2","Zona de densidad intermedia","San Roque","UE15","A11033",6.24
2020,"Indicador 2","Zona rural","Setenil de las Bodegas","UE15","A11034",0.18
2020,"Indicador 2","Zona de densidad intermedia","Tarifa","UE15","A11035",5.76
2020,"Indicador 2","Zona rural","Torre Alháquime","UE15","A11036",0.38
2020,"Indicador 2","Zona de densidad intermedia","Trebujena","UE15","A11037",0.24
2020,"Indicador 2","Zona de densidad intermedia","Ubrique","UE15","A11038",0.11
2020,"Indicador 2","Zona de densidad intermedia","Vejer de la Frontera","UE15","A11039",2.82
2020,"Indicador 2","Zona rural","Villaluenga del Rosario","UE15","A11040",0.66
2020,"Indicador 2","Zona de densidad intermedia","Villamartín","UE15","A11041",0.45
2020,"Indicador 2","Zona rural","Zahara","UE15","A11042",0.8
2020,"Indicador 2","Zona de densidad intermedia","Benalup-Casas Viejas","UE15","A11901",0.5
2020,"Indicador 2","Zona rural","San José del Valle","UE15","A11902",0.27
2020,"Indicador 2","Zona rural","San Martín del Tesorillo","UE15","A11903",4.11
2020,"Indicador 2","Zona rural","Adamuz","UE15","A14001",0.1
2020,"Indicador 2","Zona de densidad intermedia","Aguilar de la Frontera","UE15","A14002",0.09
2020,"Indicador 2","Zona rural","Alcaracejos","UE15","A14003",0.2
2020,"Indicador 2","Zona rural","Almedinilla","UE15","A14004",0.59
2020,"Indicador 2","Zona de densidad intermedia","Almodóvar del Río","UE15","A14005",0.35
2020,"Indicador 2","Zona rural","Añora","UE15","A14006",0
2020,"Indicador 2","Zona de densidad intermedia","Baena","UE15","A14007",0.13
2020,"Indicador 2","Zona rural","Belalcázar","UE15","A14008",0.19
2020,"Indicador 2","Zona rural","Belmez","UE15","A14009",0.21
2020,"Indicador 2","Zona rural","Benamejí","UE15","A14010",0.24
2020,"Indicador 2","Zona rural","Blázquez, Los","UE15","A14011",0
2020,"Indicador 2","Zona de densidad intermedia","Bujalance","UE15","A14012",0.07
2020,"Indicador 2","Zona de densidad intermedia","Cabra","UE15","A14013",0.18
2020,"Indicador 2","Zona rural","Cañete de las Torres","UE15","A14014",0
2020,"Indicador 2","Zona rural","Carcabuey","UE15","A14015",0.17
2020,"Indicador 2","Zona rural","Cardeña","UE15","A14016",0.07
2020,"Indicador 2","Zona de densidad intermedia","Carlota, La","UE15","A14017",0.18
2020,"Indicador 2","Zona rural","Carpio, El","UE15","A14018",0.09
2020,"Indicador 2","Zona de densidad intermedia","Castro del Río","UE15","A14019",0.09
2020,"Indicador 2","Zona rural","Conquista","UE15","A14020",0
2020,"Indicador 2","Ciudades","Córdoba","UE15","A14021",0.27
2020,"Indicador 2","Zona rural","Doña Mencía","UE15","A14022",0
2020,"Indicador 2","Zona rural","Dos Torres","UE15","A14023",0.08
2020,"Indicador 2","Zona rural","Encinas Reales","UE15","A14024",0.49
2020,"Indicador 2","Zona rural","Espejo","UE15","A14025",0.03
2020,"Indicador 2","Zona rural","Espiel","UE15","A14026",0.5
2020,"Indicador 2","Zona de densidad intermedia","Fernán-Núñez","UE15","A14027",0.13
2020,"Indicador 2","Zona rural","Fuente la Lancha","UE15","A14028",0
2020,"Indicador 2","Zona rural","Fuente Obejuna","UE15","A14029",0.04
2020,"Indicador 2","Zona de densidad intermedia","Fuente Palmera","UE15","A14030",0.03
2020,"Indicador 2","Zona rural","Fuente-Tójar","UE15","A14031",1.8
2020,"Indicador 2","Zona rural","Granjuela, La","UE15","A14032",0.23
2020,"Indicador 2","Zona rural","Guadalcázar","UE15","A14033",0.06
2020,"Indicador 2","Zona rural","Guijo, El","UE15","A14034",0
2020,"Indicador 2","Zona de densidad intermedia","Hinojosa del Duque","UE15","A14035",0.15
2020,"Indicador 2","Zona rural","Hornachuelos","UE15","A14036",0.2
2020,"Indicador 2","Zona rural","Iznájar","UE15","A14037",10.09
2020,"Indicador 2","Zona de densidad intermedia","Lucena","UE15","A14038",0.24
2020,"Indicador 2","Zona rural","Luque","UE15","A14039",0.34
2020,"Indicador 2","Zona de densidad intermedia","Montalbán de Córdoba","UE15","A14040",0.04
2020,"Indicador 2","Zona rural","Montemayor","UE15","A14041",0.05
2020,"Indicador 2","Zona de densidad intermedia","Montilla","UE15","A14042",0.17
2020,"Indicador 2","Zona de densidad intermedia","Montoro","UE15","A14043",0.34
2020,"Indicador 2","Zona rural","Monturque","UE15","A14044",0.1
2020,"Indicador 2","Zona rural","Moriles","UE15","A14045",0
2020,"Indicador 2","Zona de densidad intermedia","Nueva Carteya","UE15","A14046",0.11
2020,"Indicador 2","Zona rural","Obejo","UE15","A14047",0.4
2020,"Indicador 2","Zona rural","Palenciana","UE15","A14048",0.96
2020,"Indicador 2","Zona de densidad intermedia","Palma del Río","UE15","A14049",0.15
2020,"Indicador 2","Zona rural","Pedro Abad","UE15","A14050",0.04
2020,"Indicador 2","Zona rural","Pedroche","UE15","A14051",0.13
2020,"Indicador 2","Zona de densidad intermedia","Peñarroya-Pueblonuevo","UE15","A14052",0.2
2020,"Indicador 2","Zona de densidad intermedia","Posadas","UE15","A14053",0.57
2020,"Indicador 2","Zona de densidad intermedia","Pozoblanco","UE15","A14054",0.18
2020,"Indicador 2","Zona de densidad intermedia","Priego de Córdoba","UE15","A14055",0.52
2020,"Indicador 2","Zona de densidad intermedia","Puente Genil","UE15","A14056",0.21
2020,"Indicador 2","Zona de densidad intermedia","Rambla, La","UE15","A14057",0.21
2020,"Indicador 2","Zona de densidad intermedia","Rute","UE15","A14058",0.66
2020,"Indicador 2","Zona rural","San Sebastián de los Ballesteros","UE15","A14059",0
2020,"Indicador 2","Zona rural","Santaella","UE15","A14060",0.11
2020,"Indicador 2","Zona rural","Santa Eufemia","UE15","A14061",0.27
2020,"Indicador 2","Zona rural","Torrecampo","UE15","A14062",0.1
2020,"Indicador 2","Zona rural","Valenzuela","UE15","A14063",0.09
2020,"Indicador 2","Zona rural","Valsequillo","UE15","A14064",0
2020,"Indicador 2","Zona rural","Victoria, La","UE15","A14065",0.04
2020,"Indicador 2","Zona de densidad intermedia","Villa del Río","UE15","A14066",0.13
2020,"Indicador 2","Zona rural","Villafranca de Córdoba","UE15","A14067",0.16
2020,"Indicador 2","Zona rural","Villaharta","UE15","A14068",0.16
2020,"Indicador 2","Zona de densidad intermedia","Villanueva de Córdoba","UE15","A14069",0.06
2020,"Indicador 2","Zona rural","Villanueva del Duque","UE15","A14070",0.28
2020,"Indicador 2","Zona rural","Villanueva del Rey","UE15","A14071",0.1
2020,"Indicador 2","Zona rural","Villaralto","UE15","A14072",0.18
2020,"Indicador 2","Zona rural","Villaviciosa de Córdoba","UE15","A14073",0.13
2020,"Indicador 2","Zona rural","Viso, El","UE15","A14074",0
2020,"Indicador 2","Zona rural","Zuheros","UE15","A14075",2.2
2020,"Indicador 2","Zona rural","Fuente Carreteros","UE15","A14901",0.17
2020,"Indicador 2","Zona rural","Guijarrosa, La","UE15","A14902",0.22
2020,"Indicador 2","Zona rural","Agrón","UE15","A18001",2.31
2020,"Indicador 2","Zona rural","Alamedilla","UE15","A18002",0
2020,"Indicador 2","Zona de densidad intermedia","Albolote","UE15","A18003",0.6
2020,"Indicador 2","Zona rural","Albondón","UE15","A18004",3.37
2020,"Indicador 2","Zona rural","Albuñán","UE15","A18005",0
2020,"Indicador 2","Zona rural","Albuñol","UE15","A18006",1.59
2020,"Indicador 2","Zona rural","Albuñuelas","UE15","A18007",1.62
2020,"Indicador 2","Zona rural","Aldeire","UE15","A18010",1.9
2020,"Indicador 2","Zona de densidad intermedia","Alfacar","UE15","A18011",0.49
2020,"Indicador 2","Zona rural","Algarinejo","UE15","A18012",2.11
2020,"Indicador 2","Zona rural","Alhama de Granada","UE15","A18013",1.48
2020,"Indicador 2","Zona de densidad intermedia","Alhendín","UE15","A18014",0.91
2020,"Indicador 2","Zona rural","Alicún de Ortega","UE15","A18015",0
2020,"Indicador 2","Zona rural","Almegíjar","UE15","A18016",5.04
2020,"Indicador 2","Zona de densidad intermedia","Almuñécar","UE15","A18017",9.46
2020,"Indicador 2","Zona rural","Alquife","UE15","A18018",0.69
2020,"Indicador 2","Zona rural","Arenas del Rey","UE15","A18020",3.68
2020,"Indicador 2","Ciudades","Armilla","UE15","A18021",0.73
2020,"Indicador 2","Zona de densidad intermedia","Atarfe","UE15","A18022",0.35
2020,"Indicador 2","Zona de densidad intermedia","Baza","UE15","A18023",0.78
2020,"Indicador 2","Zona rural","Beas de Granada","UE15","A18024",0.61
2020,"Indicador 2","Zona rural","Beas de Guadix","UE15","A18025",0.3
2020,"Indicador 2","Zona rural","Benalúa","UE15","A18027",0.3
2020,"Indicador 2","Zona rural","Benalúa de las Villas","UE15","A18028",0.09
2020,"Indicador 2","Zona rural","Benamaurel","UE15","A18029",3.54
2020,"Indicador 2","Zona rural","Bérchules","UE15","A18030",5.2
2020,"Indicador 2","Zona rural","Bubión","UE15","A18032",5.37
2020,"Indicador 2","Zona rural","Busquístar","UE15","A18033",2.87
2020,"Indicador 2","Zona rural","Cacín","UE15","A18034",4.23
2020,"Indicador 2","Zona rural","Cádiar","UE15","A18035",3.75
2020,"Indicador 2","Ciudades","Cájar","UE15","A18036",1.08
2020,"Indicador 2","Zona rural","Calicasas","UE15","A18037",0.16
2020,"Indicador 2","Zona rural","Campotéjar","UE15","A18038",0.08
2020,"Indicador 2","Zona rural","Caniles","UE15","A18039",2.46
2020,"Indicador 2","Zona rural","Cáñar","UE15","A18040",18.04
2020,"Indicador 2","Zona rural","Capileira","UE15","A18042",3.91
2020,"Indicador 2","Zona rural","Carataunas","UE15","A18043",22.39
2020,"Indicador 2","Zona rural","Cástaras","UE15","A18044",18.3
2020,"Indicador 2","Zona rural","Castilléjar","UE15","A18045",7.65
2020,"Indicador 2","Zona rural","Castril","UE15","A18046",2.87
2020,"Indicador 2","Zona de densidad intermedia","Cenes de la Vega","UE15","A18047",1.34
2020,"Indicador 2","Zona rural","Cijuela","UE15","A18048",0.38
2020,"Indicador 2","Zona rural","Cogollos de Guadix","UE15","A18049",0.78
2020,"Indicador 2","Zona de densidad intermedia","Cogollos de la Vega","UE15","A18050",0.35
2020,"Indicador 2","Zona rural","Colomera","UE15","A18051",0.77
2020,"Indicador 2","Zona rural","Cortes de Baza","UE15","A18053",3.74
2020,"Indicador 2","Zona rural","Cortes y Graena","UE15","A18054",0.71
2020,"Indicador 2","Zona rural","Cúllar","UE15","A18056",1.81
2020,"Indicador 2","Zona de densidad intermedia","Cúllar Vega","UE15","A18057",0.62
2020,"Indicador 2","Zona de densidad intermedia","Chauchina","UE15","A18059",0.11
2020,"Indicador 2","Zona rural","Chimeneas","UE15","A18061",0.32
2020,"Indicador 2","Ciudades","Churriana de la Vega","UE15","A18062",0.59
2020,"Indicador 2","Zona rural","Darro","UE15","A18063",0.06
2020,"Indicador 2","Zona rural","Dehesas de Guadix","UE15","A18064",0.47
2020,"Indicador 2","Zona rural","Dehesas Viejas","UE15","A18065",0
2020,"Indicador 2","Zona rural","Deifontes","UE15","A18066",0.35
2020,"Indicador 2","Zona rural","Diezma","UE15","A18067",0.79
2020,"Indicador 2","Zona rural","Dílar","UE15","A18068",2.2
2020,"Indicador 2","Zona rural","Dólar","UE15","A18069",0.8
2020,"Indicador 2","Zona rural","Dúdar","UE15","A18070",0.92
2020,"Indicador 2","Zona de densidad intermedia","Dúrcal","UE15","A18071",1.38
2020,"Indicador 2","Zona rural","Escúzar","UE15","A18072",0.13
2020,"Indicador 2","Zona rural","Ferreira","UE15","A18074",0.33
2020,"Indicador 2","Zona rural","Fonelas","UE15","A18076",0.51
2020,"Indicador 2","Zona rural","Fornes","UE15","A18077",3.96
2020,"Indicador 2","Zona rural","Freila","UE15","A18078",7.77
2020,"Indicador 2","Zona de densidad intermedia","Fuente Vaqueros","UE15","A18079",0.3
2020,"Indicador 2","Zona rural","Galera","UE15","A18082",13.17
2020,"Indicador 2","Zona rural","Gobernador","UE15","A18083",0
2020,"Indicador 2","Ciudades","Gójar","UE15","A18084",1.32
2020,"Indicador 2","Zona rural","Gor","UE15","A18085",1.61
2020,"Indicador 2","Zona rural","Gorafe","UE15","A18086",3.92
2020,"Indicador 2","Ciudades","Granada","UE15","A18087",0.87
2020,"Indicador 2","Zona rural","Guadahortuna","UE15","A18088",0.32
2020,"Indicador 2","Zona de densidad intermedia","Guadix","UE15","A18089",0.42
2020,"Indicador 2","Zona rural","Gualchos","UE15","A18093",2.41
2020,"Indicador 2","Zona rural","Güéjar Sierra","UE15","A18094",2.45
2020,"Indicador 2","Zona rural","Güevéjar","UE15","A18095",0.15
2020,"Indicador 2","Zona rural","Huélago","UE15","A18096",0
2020,"Indicador 2","Zona rural","Huéneja","UE15","A18097",0.43
2020,"Indicador 2","Zona de densidad intermedia","Huéscar","UE15","A18098",1.15
2020,"Indicador 2","Zona rural","Huétor de Santillán","UE15","A18099",0.74
2020,"Indicador 2","Zona de densidad intermedia","Huétor Tájar","UE15","A18100",0.13
2020,"Indicador 2","Ciudades","Huétor Vega","UE15","A18101",1.12
2020,"Indicador 2","Zona rural","Íllora","UE15","A18102",1.02
2020,"Indicador 2","Zona rural","Ítrabo","UE15","A18103",3.33
2020,"Indicador 2","Zona de densidad intermedia","Iznalloz","UE15","A18105",0.61
2020,"Indicador 2","Zona rural","Játar","UE15","A18106",2.25
2020,"Indicador 2","Zona rural","Jayena","UE15","A18107",0.29
2020,"Indicador 2","Zona rural","Jérez del Marquesado","UE15","A18108",0.21
2020,"Indicador 2","Zona rural","Jete","UE15","A18109",9.71
2020,"Indicador 2","Zona rural","Jun","UE15","A18111",0.31
2020,"Indicador 2","Zona rural","Juviles","UE15","A18112",7.41
2020,"Indicador 2","Zona rural","Calahorra, La","UE15","A18114",0.15
2020,"Indicador 2","Zona rural","Láchar","UE15","A18115",0.28
2020,"Indicador 2","Zona rural","Lanjarón","UE15","A18116",4.79
2020,"Indicador 2","Zona rural","Lanteira","UE15","A18117",0.35
2020,"Indicador 2","Zona rural","Lecrín","UE15","A18119",7.28
2020,"Indicador 2","Zona rural","Lentegí","UE15","A18120",3
2020,"Indicador 2","Zona rural","Lobras","UE15","A18121",5.26
2020,"Indicador 2","Zona de densidad intermedia","Loja","UE15","A18122",1.06
2020,"Indicador 2","Zona rural","Lugros","UE15","A18123",0
2020,"Indicador 2","Zona rural","Lújar","UE15","A18124",11.18
2020,"Indicador 2","Zona rural","Malahá, La","UE15","A18126",0.56
2020,"Indicador 2","Ciudades","Maracena","UE15","A18127",0.3
2020,"Indicador 2","Zona rural","Marchal","UE15","A18128",0.48
2020,"Indicador 2","Zona rural","Moclín","UE15","A18132",2.18
2020,"Indicador 2","Zona rural","Molvízar","UE15","A18133",2.34
2020,"Indicador 2","Ciudades","Monachil","UE15","A18134",2.52
2020,"Indicador 2","Zona rural","Montefrío","UE15","A18135",1.68
2020,"Indicador 2","Zona rural","Montejícar","UE15","A18136",0.19
2020,"Indicador 2","Zona rural","Montillana","UE15","A18137",0.71
2020,"Indicador 2","Zona rural","Moraleda de Zafayona","UE15","A18138",3.3
2020,"Indicador 2","Zona de densidad intermedia","Motril","UE15","A18140",0.62
2020,"Indicador 2","Zona rural","Murtas","UE15","A18141",5.93
2020,"Indicador 2","Zona rural","Nigüelas","UE15","A18143",6.16
2020,"Indicador 2","Zona de densidad intermedia","Nívar","UE15","A18144",1.25
2020,"Indicador 2","Ciudades","Ogíjares","UE15","A18145",0.97
2020,"Indicador 2","Zona rural","Orce","UE15","A18146",5.57
2020,"Indicador 2","Zona rural","Órgiva","UE15","A18147",18.76
2020,"Indicador 2","Zona rural","Otívar","UE15","A18148",2.77
2020,"Indicador 2","Zona de densidad intermedia","Villa de Otura","UE15","A18149",1.36
2020,"Indicador 2","Zona de densidad intermedia","Padul","UE15","A18150",0.97
2020,"Indicador 2","Zona rural","Pampaneira","UE15","A18151",8.2
2020,"Indicador 2","Zona rural","Pedro Martínez","UE15","A18152",0.26
2020,"Indicador 2","Zona de densidad intermedia","Peligros","UE15","A18153",0.29
2020,"Indicador 2","Zona rural","Peza, La","UE15","A18154",0.17
2020,"Indicador 2","Zona rural","Pinos Genil","UE15","A18157",1.95
2020,"Indicador 2","Zona de densidad intermedia","Pinos Puente","UE15","A18158",0.14
2020,"Indicador 2","Zona rural","Píñar","UE15","A18159",0
2020,"Indicador 2","Zona rural","Polícar","UE15","A18161",1.52
2020,"Indicador 2","Zona rural","Polopos","UE15","A18162",3.43
2020,"Indicador 2","Zona rural","Pórtugos","UE15","A18163",1.63
2020,"Indicador 2","Zona rural","Puebla de Don Fadrique","UE15","A18164",0.45
2020,"Indicador 2","Ciudades","Pulianas","UE15","A18165",0.16
2020,"Indicador 2","Zona rural","Purullena","UE15","A18167",0.26
2020,"Indicador 2","Zona rural","Quéntar","UE15","A18168",1.27
2020,"Indicador 2","Zona rural","Rubite","UE15","A18170",7.85
2020,"Indicador 2","Zona rural","Salar","UE15","A18171",1.03
2020,"Indicador 2","Zona de densidad intermedia","Salobreña","UE15","A18173",6.07
2020,"Indicador 2","Zona rural","Santa Cruz del Comercio","UE15","A18174",5.46
2020,"Indicador 2","Zona de densidad intermedia","Santa Fe","UE15","A18175",0.36
2020,"Indicador 2","Zona rural","Soportújar","UE15","A18176",3.79
2020,"Indicador 2","Zona rural","Sorvilán","UE15","A18177",3.04
2020,"Indicador 2","Zona rural","Torre-Cardela","UE15","A18178",0
2020,"Indicador 2","Zona rural","Torvizcón","UE15","A18179",10.08
2020,"Indicador 2","Zona rural","Trevélez","UE15","A18180",1.22
2020,"Indicador 2","Zona rural","Turón","UE15","A18181",10.78
2020,"Indicador 2","Zona rural","Ugíjar","UE15","A18182",1.75
2020,"Indicador 2","Zona rural","Válor","UE15","A18183",2.95
2020,"Indicador 2","Zona rural","Vélez de Benaudalla","UE15","A18184",4.46
2020,"Indicador 2","Zona rural","Ventas de Huelma","UE15","A18185",0.76
2020,"Indicador 2","Zona rural","Villanueva de las Torres","UE15","A18187",0.53
